Date,Open,High,Low,Close,Volume,Daily_Return,MA20,MA50,MA200,Volatility_30,Cumulative_Return
2025-11-06,36.0,36.4,35.5,36.0,144919,-0.005524861878453136,37.47,39.656000000000006,33.7935,0.017516520425501603,0.8200455580865619
2025-11-09,35.9,37.5,34.8,35.4,161818,-0.01666666666666672,37.31,39.582,33.808,0.016510175501900322,0.8063781321184524
2025-11-10,35.9,36.0,34.4,34.9,216590,-0.01412429378531077,37.1,39.47,33.82149999999999,0.016504396193968898,0.7949886104783612
2025-11-11,35.7,35.7,34.5,35.2,125457,0.008595988538682153,36.91,39.36600000000001,33.8375,0.01645043944763513,0.8018223234624161
2025-11-12,35.9,35.9,34.0,34.4,163424,-0.022727272727272818,36.7,39.248,33.851,0.015992628525993688,0.7835990888382702
2025-11-13,35.0,35.0,33.6,33.7,188636,-0.02034883720930225,36.44,39.1,33.861999999999995,0.016017456560322517,0.7676537585421427
2025-11-16,33.5,36.5,32.0,34.6,245933,0.026706231454005858,36.3,38.966,33.882000000000005,0.016992615255014137,0.7881548974943067
2025-11-17,35.1,35.4,34.5,34.9,210546,0.00867052023121384,36.144999999999996,38.82,33.9035,0.016875383483681138,0.7949886104783613
2025-11-18,35.7,36.0,35.1,35.8,216974,0.025787965616045794,36.040000000000006,38.674,33.93,0.01776983388909833,0.8154897494305253
2025-11-19,35.8,36.5,35.6,36.4,154726,0.016759776536312998,35.975,38.518,33.96,0.01812991835638552,0.8291571753986348
2025-11-20,36.1,37.4,36.1,36.9,487943,0.013736263736263687,35.96,38.391999999999996,33.9915,0.01838489313921055,0.8405466970387259
